n;ins1_a;ins1_c;ins2_a;ins2_c;mer1_a;mer1_c;mer2_a;mer2_c;heap1_a;heap1_c;heap2_a;heap2_c
373;70458;35043;70542;47458;12258;3963;9136;6453;21307;12715;17258;11246
374;72577;36102;72666;48056;12295;3975;9168;6466;21378;12759;17157;11193
375;71928;35777;72029;48018;12332;3987;9200;6514;21347;12731;17319;11289
376;69359;34492;69460;46551;12369;3999;9232;6548;21437;12794;17386;11320
377;69038;34331;69131;46150;12406;4011;9264;6572;21610;12883;17523;11415
378;72221;35922;72307;48279;12443;4023;9296;6574;21754;12973;17565;11436
379;72456;36039;72537;48366;12480;4035;9328;6609;21704;12947;17700;11523
380;73039;36330;73127;48986;12517;4047;9360;6628;21909;13068;17674;11524
381;74196;36908;74279;48932;12554;4059;9392;6639;21737;12968;17722;11551
382;76571;38095;76657;49950;12591;4071;9424;6681;21988;13123;17670;11520
383;78314;38966;78394;50902;12628;4083;9456;6709;21947;13103;17680;11515
384;76605;38111;76694;50260;12665;4095;9488;6710;22160;13226;17837;11624
385;74816;37216;74910;49852;12702;4107;9520;6733;22241;13268;17980;11707
386;75543;37579;75631;50097;12739;4119;9552;6762;22301;13313;18006;11730
387;73536;36575;73630;49388;12776;4131;9584;6796;22317;13317;18025;11740
388;72373;35993;72471;48651;12813;4143;9616;6788;22463;13400;18055;11770
389;73634;36623;73734;48840;12850;4155;9648;6806;22444;13387;18215;11870
390;75001;37306;75092;49422;12887;4167;9680;6860;22516;13432;18261;11913
391;75866;37738;75963;50478;12924;4179;9712;6863;22448;13382;18184;11854
392;77937;38773;78038;51484;12961;4191;9744;6892;22626;13491;18099;11802
393;79280;39444;79378;52436;12998;4203;9776;6918;22756;13576;18219;11871
394;78921;39264;79028;52515;13035;4215;9808;6934;22720;13546;18406;11995
395;79932;39769;80028;53224;13072;4227;9840;6965;22875;13647;18580;12106
396;77951;38778;78046;52559;13109;4239;9872;6982;22982;13712;18576;12105
397;77686;38645;77787;52298;13146;4251;9904;6998;23059;13756;18628;12142
398;78797;39200;78897;52954;13183;4263;9936;7044;23073;13758;18680;12176
399;82188;40895;82288;54086;13220;4275;9968;7047;23092;13768;18745;12208
400;83285;41443;83377;55450;13257;4287;10000;7065;23045;13745;18809;12257
401;80982;40291;81076;54254;13294;4299;10032;7089;23415;13968;18703;12190
402;82727;41163;82830;54980;13331;4311;10064;7122;23349;13929;18776;12242
403;84718;42158;84820;56280;13368;4323;10096;7139;23524;14029;18876;12303
404;84103;41850;84196;56101;13405;4335;10128;7189;23559;14052;18945;12348
405;81616;40606;81715;54894;13442;4347;10160;7183;23648;14108;18995;12368
406;81855;40725;81950;55052;13479;4359;10192;7217;23630;14090;19037;12401
407;82176;40885;82279;54884;13516;4371;10224;7222;23706;14139;19099;12430
408;82163;40878;82264;54959;13553;4383;10256;7248;23673;14124;19094;12425
409;83196;41394;83295;55684;13590;4395;10288;7262;23733;14160;19169;12479
410;83923;41757;84024;56415;13627;4407;10320;7290;23874;14247;19303;12580
411;86592;43091;86693;58268;13664;4419;10352;7297;23761;14170;19468;12676
412;87169;43379;87275;58268;13701;4431;10384;7335;23791;14194;19496;12713
413;88364;43976;88470;57936;13738;4443;10416;7353;23954;14291;19387;12625
414;86529;43058;86632;57576;13775;4455;10448;7400;24171;14412;19416;12651
415;86462;43024;86575;57722;13812;4467;10480;7412;24246;14460;19556;12743
416;87165;43375;87273;58529;13849;4479;10512;7429;24318;14499;19659;12810
417;86932;43258;87042;58398;13886;4491;10544;7450;24354;14526;19613;12767
418;92681;46132;92789;61520;13923;4503;10576;7461;24188;14423;19670;12824
419;91078;45330;91194;60418;13960;4515;10608;7498;24434;14567;19840;12931
420;89193;44387;89293;59619;13997;4527;10640;7517;24508;14611;19901;12974
421;90446;45013;90553;60894;14034;4539;10672;7520;24580;14656;19700;12836
422;90807;45193;90910;60702;14071;4551;10704;7558;24664;14710;20021;13052
423;94114;46846;94211;62908;14108;4563;10736;7576;24795;14793;19902;12969
424;95325;47451;95416;63052;14145;4575;10768;7591;24632;14693;20158;13138
425;92582;46079;92681;61530;14182;4587;10800;7613;24929;14876;20097;13104
426;88907;44241;89008;59430;14219;4599;10832;7636;25032;14937;20141;13124
427;90422;44998;90523;60016;14256;4611;10864;7665;25219;15049;20220;13188
428;89915;44744;90022;59665;14293;4623;10896;7672;25225;15055;20293;13240
429;91120;45346;91227;60256;14330;4635;10928;7704;25164;15024;20067;13074
430;88759;44165;88867;59882;14367;4647;10960;7707;25197;15045;20401;13282
431;90466;45018;90571;61714;14404;4659;10992;7734;25204;15031;20408;13286
432;91591;45580;91697;61953;14441;4671;11024;7766;25372;15133;20481;13341
433;93104;46336;93206;61766;14478;4683;11056;7791;25473;15195;20543;13379
434;97019;48293;97132;63484;14515;4695;11088;7785;25346;15113;20513;13370
435;97902;48734;98015;64248;14552;4707;11120;7828;25310;15101;20411;13301
436;98115;48840;98220;65105;14589;4719;11152;7840;25579;15262;20663;13463
437;98982;49273;99086;65768;14626;4731;11184;7876;25633;15295;20518;13360
438;100177;49870;100280;65268;14663;4743;11216;7922;25617;15294;20486;13349
439;98984;49273;99086;64234;14700;4755;11248;7897;25755;15366;20671;13453
440;98691;49126;98797;63692;14737;4767;11280;7932;25935;15471;20743;13510
441;100446;50003;100554;64136;14774;4779;11312;7974;25906;15457;20902;13615
442;97969;48764;98074;63311;14811;4791;11344;7973;26024;15533;20905;13615
443;98172;48865;98276;63222;14848;4803;11376;7991;26058;15558;20951;13643
444;98617;49087;98725;64147;14885;4815;11408;8028;26070;15555;21086;13733
445;97710;48633;97819;64006;14922;4827;11440;8043;26290;15682;21182;13790
446;99987;49771;100100;65770;14959;4839;11472;8063;26513;15818;21208;13813
447;99666;49610;99772;65962;14996;4851;11504;8093;26437;15772;21331;13891
448;103345;51449;103446;68234;15033;4863;11536;8129;26440;15781;21535;14020
449;102508;51030;102611;67046;15070;4875;11568;8166;26531;15836;21471;13995
450;101773;50662;101880;66879;15107;4887;11600;8166;26648;15896;21660;14109
451;104650;52100;104754;68608;15144;4899;11632;8182;26741;15956;21668;14117
452;104987;52268;105089;68460;15181;4911;11664;8198;26700;15933;21723;14154
453;106924;53236;107025;69396;15218;4923;11696;8241;26888;16049;21636;14106
454;101797;50672;101892;68059;15255;4935;11728;8288;26959;16093;21901;14281
455;98730;49138;98814;67314;15292;4947;11760;8282;27115;16186;21981;14316
456;99627;49586;99741;67677;15329;4959;11792;8326;27282;16290;21896;14258
457;98446;48995;98558;66062;15366;4971;11824;8319;27269;16277;22013;14333
458;98455;48999;98570;66650;15403;4983;11856;8343;27284;16283;22078;14386
459;102776;51159;102885;68884;15440;4995;11888;8368;27226;16252;22177;14443
460;103213;51377;103320;69734;15477;5007;11920;8388;27451;16387;22155;14421
461;104996;52268;105107;70386;15514;5019;11952;8418;27406;16357;22143;14418
462;102655;51097;102764;67818;15551;5031;11984;8447;27650;16511;22153;14431
463;102502;51020;102613;68240;15588;5043;12016;8466;27479;16400;22249;14494
464;102569;51053;102685;68755;15625;5055;12048;8473;27584;16466;22332;14550
465;102304;50920;102420;68908;15662;5067;12080;8499;27571;16450;22287;14511
466;103687;51611;103807;69130;15699;5079;12112;8511;27640;16492;22486;14641
467;103586;51560;103710;69810;15736;5091;12144;8536;27741;16554;22489;14641
468;106313;52923;106439;70557;15773;5103;12176;8580;27503;16409;22491;14643
469;111000;55266;111125;72390;15810;5115;12208;8581;27744;16554;22369;14557
470;112007;55769;112135;72750;15847;5127;12240;8626;27654;16491;22458;14619
471;108990;54260;109118;71178;15884;5139;12272;8614;27771;16572;22705;14791
472;109291;54410;109420;71590;15921;5151;12304;8687;27911;16649;22658;14747
473;113878;56703;114003;73792;15958;5163;12336;8680;28009;16714;22729;14806
474;115527;57527;115648;74103;15995;5175;12368;8713;28207;16837;22804;14851
475;118914;59220;119037;76376;16032;5187;12400;8744;28159;16804;22783;14839
476;118923;59224;119051;76821;16069;5199;12432;8778;28201;16825;22905;14913
477;118000;58762;118125;77322;16106;5211;12464;8768;28295;16886;22940;14945
478;120337;59930;120471;78283;16143;5223;12496;8813;28358;16913;23125;15055
479;115562;57542;115692;75240;16180;5235;12528;8821;28565;17051;23159;15086
480;118175;58848;118302;76245;16217;5247;12560;8845;28694;17126;23230;15133
481;120476;59998;120601;77864;16254;5259;12592;8870;28672;17110;23345;15206
482;120891;60205;121014;78343;16291;5271;12624;8879;28636;17092;23377;15229
483;126774;63146;126897;81722;16328;5283;12656;8887;28745;17150;23319;15177
484;126245;62881;126365;81458;16365;5295;12688;8940;28899;17259;23516;15326
485;122222;60869;122344;79980;16402;5307;12720;8964;29117;17372;23653;15394
486;121379;60447;121509;78710;16439;5319;12752;8990;29003;17309;23578;15352
487;120738;60126;120871;78394;16476;5331;12770;8982;28988;17303;23667;15399
488;121029;60271;121158;78936;16513;5343;12788;9013;29124;17388;23709;15441
489;117536;58524;117664;78164;16550;5355;12806;9009;29397;17547;23824;15520
490;119365;59438;119486;79880;16587;5367;12824;9038;29481;17607;23850;15546
491;122092;60801;122216;81594;16624;5379;12842;9062;29413;17554;23773;15484
492;121825;60667;121947;81951;16661;5391;12860;9062;29546;17624;23998;15631
493;123686;61597;123816;83708;16698;5403;12878;9070;29647;17692;23983;15634
494;120965;60236;121095;82408;16735;5415;12896;9071;29721;17739;23993;15644
495;120510;60008;120644;81912;16772;5427;12914;9090;29762;17759;24106;15703
496;118167;58836;118296;81205;16809;5439;12932;9124;29821;17800;24249;15804
497;118148;58826;118276;81514;16846;5451;12950;9155;29926;17860;24037;15670
498;122697;61100;122825;83879;16883;5463;12968;9156;29925;17856;24234;15783
499;124572;62037;124700;85248;16920;5475;12986;9159;30088;17959;24345;15882
500;124893;62197;125020;85269;16957;5487;13004;9189;30037;17926;24554;15998
501;122634;61067;122760;84486;16994;5499;13022;9206;30352;18121;24633;16044
502;118357;58928;118487;81314;17031;5511;13040;9217;30541;18235;24600;16020
503;118712;59105;118842;82270;17068;5523;13058;9238;30534;18225;24669;16059
504;118041;58769;118166;80981;17105;5535;13076;9230;30581;18254;24635;16034
505;120492;59994;120614;81838;17142;5547;13094;9248;30690;18321;24814;16162
506;122467;60981;122593;83354;17179;5559;13112;9270;30697;18331;24849;16191
507;122324;60909;122452;83088;17216;5571;13130;9290;30671;18311;24924;16242
508;122467;60980;122596;82885;17253;5583;13148;9302;30738;18351;25099;16369
509;122686;61089;122807;83314;17290;5595;13166;9307;30998;18512;24899;16229
510;122315;60903;122437;83152;17327;5607;13184;9340;30868;18433;25055;16331
511;125098;62294;125217;84376;17364;5619;13202;9335;30726;18354;25228;16435
512;124985;62237;125110;83939;17401;5631;13220;9353;30908;18458;25207;16423
513;127712;63600;127840;84466;17441;5644;13238;9383;30970;18499;25183;16417
514;131205;65346;131328;86490;17481;5657;13256;9407;30990;18510;25022;16316
515;132770;66128;132891;87256;17521;5670;13274;9403;30971;18506;24981;16281
516;133453;66469;133573;88140;17561;5683;13292;9431;31282;18685;25117;16372
517;136934;68209;137053;89806;17601;5696;13310;9443;31308;18696;25119;16377
518;137873;68678;137994;90240;17641;5709;13328;9455;31259;18665;25271;16484
519;137094;68288;137213;90236;17681;5722;13346;9464;31357;18730;25328;16508
520;139207;69344;139328;91137;17721;5735;13364;9497;31491;18816;25349;16526
521;141104;70292;141231;91974;17761;5748;13382;9510;31669;18919;25417;16549
522;143261;71370;143389;92853;17801;5761;13400;9509;31687;18925;25422;16554
523;142852;71165;142977;92248;17841;5774;13418;9528;31623;18885;25568;16652
524;141511;70494;141639;92002;17881;5787;13436;9547;31651;18910;25754;16769
525;141794;70635;141919;93558;17921;5800;13454;9570;31703;18938;25720;16747
526;139229;69352;139359;92717;17961;5813;13472;9587;31965;19092;25817;16817
527;138806;69140;138945;93274;18001;5826;13490;9599;31937;19070;25870;16840
528;142221;70847;142356;96125;18041;5839;13508;9601;32069;19142;25801;16813
529;140588;70030;140718;96038;18081;5852;13526;9628;32110;19180;26013;16959
530;140711;70091;140845;95036;18121;5865;13544;9658;32177;19205;26115;17016
531;142732;71101;142856;95458;18161;5878;13562;9664;32299;19294;26154;17034
532;143421;71445;143552;96723;18201;5891;13580;9667;32280;19272;25982;16925
533;144138;71803;144265;97906;18241;5904;13598;9702;32364;19323;26184;17046
534;144399;71933;144525;96311;18281;5917;13616;9698;32541;19422;26301;17130
535;142152;70809;142282;93736;18321;5930;13634;9728;32516;19415;26361;17169
536;144109;71787;144235;94863;18361;5943;13652;9749;32622;19467;26421;17202
537;143326;71395;143454;95884;18401;5956;13670;9734;32595;19452;26365;17161
538;142933;71198;143057;95958;18441;5969;13688;9786;32755;19564;26492;17258
539;142274;70868;142396;95778;18481;5982;13706;9785;32829;19593;26577;17313
540;144909;72185;145031;96742;18521;5995;13724;9809;32802;19581;26427;17220
541;144690;72075;144811;96372;18561;6008;13742;9837;33014;19709;26747;17441
542;144157;71808;144280;95463;18601;6021;13760;9831;33100;19762;26551;17296
543;144714;72086;144832;95202;18641;6034;13778;9863;33192;19818;26893;17515
544;147663;73560;147780;97173;18681;6047;13796;9880;33104;19778;26797;17461
545;147744;73600;147870;97648;18721;6060;13814;9884;33233;19853;26925;17535
546;146359;72907;146485;96883;18761;6073;13832;9918;33521;20024;26940;17547
547;142554;71004;142680;95490;18801;6086;13850;9920;33463;19984;27246;17751
548;144437;71945;144566;96554;18841;6099;13868;9918;33457;19984;27049;17623
549;144784;72118;144914;96122;18881;6112;13886;9944;33525;20031;27127;17674
550;150359;74905;150495;98997;18921;6125;13904;9962;33538;20029;27131;17672
551;151988;75719;152126;100072;18961;6138;13922;9966;33702;20121;27097;17653
552;159373;79411;159507;104660;19001;6151;13940;9983;33628;20092;27208;17731
553;159196;79322;159336;105506;19041;6164;13958;9994;33699;20124;27286;17779
554;157549;78498;157684;105300;19081;6177;13976;10015;33842;20204;27177;17712
555;154118;76782;154255;102770;19121;6190;13994;10038;33929;20252;27607;17983
556;153105;76275;153247;102612;19161;6203;14012;10059;34128;20376;27598;17974
557;155504;77474;155647;103698;19201;6216;14030;10085;33987;20286;27567;17961
558;156247;77845;156395;104491;19241;6229;14048;10089;34282;20467;27730;18085
559;159850;79646;159999;106468;19281;6242;14066;10106;34118;20369;27763;18088
560;160979;80210;161125;106272;19321;6255;14084;10123;34380;20526;27843;18150
561;161492;80466;161636;106854;19361;6268;14102;10137;34529;20618;27859;18145
562;160405;79922;160544;104437;19401;6281;14120;10147;34703;20720;27735;18081
563;160562;80000;160702;104628;19441;6294;14138;10158;34730;20744;27720;18069
564;161023;80230;161163;105248;19481;6307;14156;10175;34790;20774;27742;18085
565;164116;81776;164256;107116;19521;6320;14174;10197;34905;20847;28030;18265
566;160977;80206;161122;103977;19561;6333;14192;10201;34926;20865;28097;18320
567;158290;78862;158432;103446;19601;6346;14210;10232;35014;20914;28070;18302
568;155125;77279;155271;102054;19641;6359;14228;10265;34966;20887;28226;18392
569;155722;77577;155862;101098;19681;6372;14246;10266;35319;21102;28320;18450
570;153435;76433;153568;101179;19721;6385;14264;10289;35374;21118;28541;18593
571;155160;77295;155301;101402;19761;6398;14282;10291;35443;21163;28620;18654
572;158553;78991;158695;103805;19801;6411;14300;10301;35208;21021;28441;18520
573;162634;81031;162771;106692;19841;6424;14318;10315;35369;21110;28433;18530
574;163017;81222;163150;107959;19881;6437;14336;10321;35440;21154;28507;18577
575;162824;81125;162956;107440;19921;6450;14354;10332;35574;21225;28681;18682
576;157025;78225;157162;104317;19961;6463;14372;10359;35818;21376;28611;18645
577;157974;78699;158109;104484;20001;6476;14390;10403;35841;21393;28710;18699
578;159993;79708;160128;105384;20041;6489;14408;10417;35695;21298;28920;18855
579;162448;80935;162585;108498;20081;6502;14426;10433;35852;21395;28810;18766
580;160799;80110;160937;106859;20121;6515;14444;10433;35905;21430;28961;18872
581;164400;81910;164544;108742;20161;6528;14462;10450;36036;21519;29018;18905
582;167235;83327;167381;109064;20201;6541;14480;10463;36038;21524;28965;18876
583;169754;84586;169907;110838;20241;6554;14498;10467;36092;21548;29144;18983
584;173285;86351;173438;113358;20281;6567;14516;10501;36080;21530;29116;18967
585;178584;89000;178733;116472;20321;6580;14534;10525;35988;21483;29205;19026
586;178571;88993;178714;116888;20361;6593;14552;10544;36352;21703;29129;18971
587;180410;89912;180560;118638;20401;6606;14570;10561;36122;21554;29361;19113
588;178797;89105;178945;117754;20441;6619;14588;10579;36144;21570;29308;19087
589;177908;88660;178051;117590;20481;6632;14606;10604;36354;21693;29522;19226
590;177789;88600;177925;115967;20521;6645;14624;10604;36451;21763;29501;19220
591;180878;90144;181021;118124;20561;6658;14642;10624;36341;21695;29514;19224
592;182129;90769;182274;118850;20601;6671;14660;10635;36490;21769;29561;19262
593;182700;91054;182845;118648;20641;6684;14678;10647;36673;21889;29747;19376
594;186489;92948;186636;120125;20681;6697;14696;10663;36464;21764;29485;19219
595;187550;93478;187694;121060;20721;6710;14714;10698;36508;21784;29846;19448
596;192369;95887;192520;124504;20761;6723;14732;10694;36585;21828;29820;19419
597;189922;94663;190075;124084;20801;6736;14750;10687;36648;21879;29926;19492
598;188957;94180;189109;123479;20841;6749;14768;10750;37121;22148;29874;19461
599;188104;93753;188258;123088;20881;6762;14786;10769;36966;22068;30149;19631
600;191935;95668;192082;125875;20921;6775;14804;10768;37188;22197;30140;19634
601;190730;95065;190877;125850;20961;6788;14822;10785;37246;22222;30137;19640
602;188341;93870;188486;125699;21001;6801;14840;10796;37437;22341;30290;19742
603;182658;91028;182797;123702;21041;6814;14858;10820;37556;22418;30514;19900
604;186169;92783;186309;124569;21081;6827;14876;10828;37754;22526;30499;19873
605;182440;90918;182581;122676;21121;6840;14894;10850;37928;22625;30584;19925
606;177451;88423;177585;121380;21161;6853;14912;10865;37939;22642;30899;20141
607;178260;88827;178399;121638;21201;6866;14930;10880;37956;22650;30848;20111
608;177101;88247;177248;119871;21241;6879;14948;10903;38085;22725;30711;19998
609;180514;89953;180664;121180;21281;6892;14966;10916;38210;22811;30715;20008
610;182601;90996;182749;123099;21321;6905;14984;10932;38189;22793;30729;20013
611;185218;92304;185366;124446;21361;6918;15002;10956;38085;22728;30695;20003
612;183649;91519;183804;124287;21401;6931;15020;10978;38247;22818;30799;20071
613;188996;94192;189148;126942;21441;6944;15038;10983;38103;22731;30834;20085
614;189659;94523;189813;126489;21481;6957;15056;10992;38435;22949;30969;20178
615;190406;94896;190551;127424;21521;6970;15074;11020;38437;22939;30926;20153
616;194485;96935;194632;127925;21561;6983;15092;11047;38380;22915;30858;20115
617;194538;96961;194688;128006;21601;6996;15110;11058;38624;23060;30969;20190
618;196989;98186;197142;129737;21641;7009;15128;11086;38665;23080;31129;20287
619;194484;96933;194638;128042;21681;7022;15146;11096;38762;23144;31212;20349
620;192119;95750;192272;127451;21721;7035;15164;11126;39043;23314;31240;20344
621;191326;95353;191473;126978;21761;7048;15182;11129;38841;23181;31408;20467
622;191613;95496;191760;128408;21801;7061;15200;11130;39007;23284;31568;20561
623;194394;96886;194545;130226;21841;7074;15218;11137;38899;23221;31740;20676
624;198937;99157;199082;132403;21881;7087;15236;11171;39168;23391;31768;20704
625;199292;99334;199431;130734;21921;7100;15254;11224;39163;23389;31695;20667
626;203407;101391;203551;133352;21961;7113;15272;11202;39081;23328;31632;20616
627;203036;101205;203183;133418;22001;7126;15290;11233;39241;23425;31504;20524
628;203449;101411;203591;134329;22041;7139;15308;11238;39196;23395;31588;20572
629;198338;98855;198488;132050;22081;7152;15326;11267;39502;23584;31797;20712
630;197697;98534;197847;132332;22121;7165;15344;11300;39716;23714;31907;20795
631;199580;99475;199727;133866;22161;7178;15362;11277;39650;23666;32104;20926
632;198989;99179;199134;133836;22201;7191;15380;11334;39693;23700;32174;20963
633;199472;99420;199623;134846;22241;7204;15398;11327;39859;23797;32198;20990
634;199631;99499;199778;134117;22281;7217;15416;11341;40055;23909;32193;20964
635;200114;99740;200266;133204;22321;7230;15434;11348;39905;23822;32269;21025
636;197733;98549;197882;131905;22361;7243;15452;11375;40071;23925;32252;21023
637;201280;100322;201428;134592;22401;7256;15470;11396;40079;23921;32279;21032
638;206767;103065;206915;136194;22441;7269;15488;11417;40216;24007;32424;21126
639;205082;102222;205229;135364;22481;7282;15506;11428;40151;23966;32156;20945
640;210839;105100;210990;138251;22521;7295;15524;11455;40199;23984;32356;21073
641;214654;107007;214808;140288;22561;7308;15542;11471;40306;24052;32300;21029
642;216417;107888;216572;141952;22601;7321;15560;11490;40244;24011;32346;21072
643;218402;108880;218555;143278;22641;7334;15578;11512;40308;24060;32369;21080
644;218621;108989;218777;143156;22681;7347;15596;11522;40444;24148;32289;21030
645;218812;109084;218971;143754;22721;7360;15614;11535;40332;24069;32434;21133
