n;b1_a;b1_c;b2_a;b2_c
1075;2479;706;2439;2825;
1076;2454;692;2455;2831;
1077;2480;704;2405;2812;
1078;2453;695;2535;2877;
1079;2496;716;2444;2834;
1080;2436;682;2442;2834;
1081;2498;714;2409;2819;
1082;2486;710;2451;2839;
1083;2487;706;2442;2838;
1084;2496;709;2459;2847;
1085;2495;712;2479;2859;
1086;2444;682;2451;2846;
1087;2480;704;2524;2882;
1088;2476;694;2505;2877;
1089;2463;699;2475;2863;
1090;2498;713;2455;2850;
1091;2503;706;2533;2894;
1092;2454;683;2499;2877;
1093;2454;688;2473;2868;
1094;2508;710;2471;2868;
1095;2509;715;2563;2915;
1096;2543;728;2471;2871;
1097;2485;699;2520;2898;
1098;2520;721;2533;2906;
1099;2565;741;2553;2916;
1100;2500;704;2503;2892;
1101;2519;711;2530;2908;
1102;2539;735;2511;2902;
1103;2489;696;2536;2915;
1104;2496;702;2527;2913;
1105;2515;705;2480;2890;
1106;2564;734;2515;2910;
1107;2555;731;2540;2922;
1108;2567;736;2528;2918;
1109;2557;733;2569;2939;
1110;2568;737;2516;2915;
1111;2521;705;2534;2924;
1112;2546;727;2556;2938;
1113;2556;727;2567;2947;
1114;2584;744;2504;2914;
1115;2622;769;2527;2927;
1116;2584;740;2548;2941;
1117;2545;714;2516;2925;
1118;2549;720;2492;2914;
1119;2609;752;2554;2947;
1120;2584;740;2524;2934;
1121;2597;745;2613;2978;
1122;2617;754;2533;2942;
1123;2556;722;2506;2930;
1124;2643;770;2565;2958;
1125;2631;762;2518;2936;
1126;2610;746;2524;2943;
1127;2603;749;2529;2948;
1128;2602;742;2561;2965;
1129;2652;775;2576;2972;
1130;2618;756;2596;2984;
1131;2674;780;2582;2980;
1132;2615;752;2635;3003;
1133;2595;738;2554;2967;
1134;2619;757;2619;3002;
1135;2680;793;2581;2985;
1136;2715;803;2573;2984;
1137;2713;802;2646;3022;
1138;2657;770;2609;3002;
1139;2655;769;2600;3000;
1140;2635;763;2607;3008;
1141;2674;775;2587;2999;
1142;2611;744;2622;3017;
1143;2648;761;2611;3009;
1144;2722;798;2649;3030;
1145;2642;762;2590;3002;
1146;2650;763;2554;2987;
1147;2613;737;2580;3002;
1148;2724;809;2591;3010;
1149;2637;754;2619;3025;
1150;2672;775;2595;3016;
1151;2664;769;2582;3007;
1152;2548;698;2575;3005;
1153;2649;759;2633;3036;
1154;2708;783;2592;3019;
1155;2630;751;2622;3033;
1156;2670;761;2652;3052;
1157;2651;760;2634;3044;
1158;2651;756;2577;3016;
1159;2698;786;2560;3009;
1160;2718;796;2652;3057;
1161;2632;749;2680;3072;
1162;2761;812;2671;3072;
1163;2632;742;2673;3075;
1164;2709;784;2622;3048;
1165;2702;778;2657;3066;
1166;2692;779;2628;3054;
1167;2743;802;2691;3088;
1168;2715;786;2651;3068;
1169;2743;805;2658;3078;
1170;2644;737;2705;3098;
1171;2716;791;2672;3084;
1172;2705;779;2712;3106;
1173;2756;803;2715;3106;
1174;2732;788;2670;3087;
1175;2700;769;2700;3101;
1176;2772;810;2604;3058;
1177;2766;805;2710;3114;
1178;2799;829;2680;3098;
1179;2686;761;2775;3149;
1180;2700;769;2658;3090;
1181;2745;795;2606;3068;
1182;2740;790;2707;3121;
1183;2832;841;2672;3102;
1184;2776;816;2674;3103;
1185;2728;778;2733;3138;
1186;2777;806;2616;3079;
1187;2761;806;2720;3134;
1188;2775;813;2698;3121;
1189;2817;830;2645;3099;
1190;2722;766;2759;3156;
1191;2753;796;2703;3127;
1192;2805;820;2763;3161;
1193;2764;798;2771;3167;
1194;2797;818;2707;3136;
1195;2755;792;2745;3154;
1196;2846;842;2730;3153;
1197;2858;854;2711;3142;
1198;2852;854;2775;3179;
1199;2793;812;2721;3149;
1200;2788;799;2777;3179;
1201;2793;809;2753;3169;
1202;2760;779;2726;3158;
1203;2826;832;2762;3178;
1204;2747;782;2718;3155;
1205;2725;760;2718;3156;
1206;2780;800;2761;3181;
1207;2829;822;2735;3171;
1208;2904;868;2736;3175;
1209;2830;819;2802;3207;
1210;2832;824;2726;3171;
1211;2720;763;2777;3198;
1212;2842;826;2816;3219;
1213;2841;832;2758;3192;
1214;2862;840;2770;3197;
1215;2723;768;2777;3202;
1216;2875;846;2731;3184;
1217;2828;815;2716;3174;
1218;2827;822;2804;3218;
1219;2830;828;2738;3191;
1220;2867;840;2763;3204;
1221;2896;854;2793;3220;
1222;2868;840;2825;3237;
1223;2802;797;2743;3199;
1224;2795;791;2768;3214;
1225;2790;792;2745;3201;
1226;2848;824;2852;3256;
1227;2851;830;2807;3235;
1228;2852;829;2774;3220;
1229;2853;831;2772;3223;
1230;2833;805;2760;3217;
1231;2925;862;2769;3223;
1232;2842;818;2801;3240;
1233;2957;894;2858;3273;
1234;2964;886;2794;3243;
1235;2826;813;2822;3254;
1236;2861;819;2805;3247;
1237;2889;843;2833;3264;
1238;2897;852;2818;3258;
1239;2856;820;2785;3245;
1240;2850;809;2864;3282;
1241;2928;865;2831;3271;
1242;2907;853;2793;3250;
1243;2887;842;2819;3263;
1244;2941;862;2831;3273;
1245;2908;850;2803;3262;
1246;2832;808;2848;3281;
1247;2955;859;2880;3304;
1248;2860;820;2781;3254;
1249;2942;864;2888;3308;
1250;2941;860;2896;3314;
1251;2881;823;2817;3275;
1252;2982;877;2815;3276;
1253;2877;839;2798;3269;
1254;2962;868;2836;3290;
1255;2969;873;2874;3312;
1256;2982;886;2810;3280;
1257;2887;824;2819;3287;
1258;2999;889;2831;3293;
1259;2956;873;2899;3330;
1260;2905;828;2863;3314;
1261;2936;851;2872;3318;
1262;2943;855;2875;3322;
1263;2943;854;2831;3300;
1264;2948;858;2895;3336;
1265;2952;857;2873;3322;
1266;2955;861;2835;3310;
1267;3001;884;2850;3318;
1268;2979;874;2883;3335;
1269;3035;904;2872;3331;
1270;2981;874;2904;3345;
1271;2922;835;2866;3334;
1272;2989;874;2917;3355;
1273;2994;876;2888;3345;
1274;3020;886;2919;3360;
1275;2971;864;2872;3340;
1276;3003;883;2865;3338;
1277;2919;825;2855;3335;
1278;2963;860;2881;3349;
1279;3031;894;2904;3362;
1280;2882;801;2940;3383;
1281;2917;826;2927;3378;
1282;2990;866;2960;3395;
1283;3062;913;2977;3405;
1284;3030;900;2924;3381;
1285;3000;880;2920;3379;
1286;2974;859;2974;3406;
1287;3038;892;2943;3392;
1288;3043;894;2901;3375;
1289;3003;869;2875;3363;
1290;3030;890;2898;3376;
1291;2964;848;2884;3369;
1292;2973;859;2952;3407;
1293;3040;892;2988;3425;
1294;2999;873;2946;3406;
1295;3071;908;2901;3386;
1296;3056;904;2947;3411;
1297;3039;888;2956;3416;
1298;3010;873;3041;3459;
1299;3041;895;2911;3395;
1300;3017;877;2956;3421;
1301;3061;899;2990;3439;
1302;3032;880;2897;3393;
1303;3032;885;3028;3462;
1304;2981;853;2956;3426;
1305;3069;898;2963;3433;
1306;3085;903;2938;3423;
1307;3045;895;2946;3426;
1308;3094;921;2975;3444;
1309;3005;866;2958;3435;
1310;3028;870;2963;3436;
1311;3082;908;3036;3478;
1312;3072;895;2961;3441;
1313;3014;863;2962;3444;
1314;3036;870;2965;3445;
1315;3108;920;2917;3421;
1316;3170;944;3038;3485;
1317;3004;856;2993;3464;
1318;3112;921;3028;3482;
1319;3105;912;2993;3469;
1320;3028;864;2997;3469;
1321;3234;982;3036;3488;
1322;3134;925;2995;3473;
1323;3167;941;3061;3508;
1324;3147;935;3015;3486;
1325;3111;913;3023;3488;
1326;3078;876;2972;3465;
1327;3061;878;3006;3485;
1328;3121;922;3027;3497;
1329;3081;887;3036;3499;
1330;3084;899;2993;3483;
1331;3096;896;3047;3511;
1332;3096;893;3024;3503;
1333;3059;877;3073;3528;
1334;3089;890;3001;3492;
1335;3137;922;3026;3507;
1336;3107;900;3041;3514;
1337;3157;929;2995;3494;
1338;3059;867;3023;3511;
1339;3138;922;3055;3527;
1340;3134;915;3062;3531;
1341;3091;885;3051;3528;
1342;3170;937;3033;3520;
1343;3129;911;3021;3518;
1344;3072;872;3044;3529;
1345;3179;939;3000;3509;
1346;3174;936;3094;3558;
1347;3176;934;3043;3535;
1348;3064;866;3023;3525;
1349;3170;928;3064;3545;
1350;3250;973;3116;3574;
1351;3199;942;3106;3573;
1352;3151;923;3059;3552;
1353;3130;898;3127;3582;
1354;3142;914;3087;3568;
1355;3191;940;3087;3568;
1356;3231;955;3041;3545;
1357;3229;960;3110;3580;
1358;3181;935;3116;3586;
1359;3169;925;3051;3557;
1360;3165;914;3063;3565;
1361;3221;948;3133;3598;
1362;3207;946;3046;3558;
1363;3160;906;3074;3575;
1364;3080;863;3097;3584;
1365;3111;873;3085;3579;
1366;3105;871;3066;3570;
1367;3113;878;3135;3610;
1368;3194;926;3106;3598;
1369;3233;952;3128;3610;
1370;3204;939;3108;3598;
1371;3281;987;3146;3618;
1372;3238;949;3095;3598;
1373;3243;959;3223;3660;
1374;3186;918;3186;3645;
1375;3286;980;3150;3629;
1376;3220;940;3182;3649;
1377;3272;963;3081;3596;
1378;3162;907;3080;3598;
1379;3248;956;3137;3628;
1380;3273;967;3028;3579;
1381;3354;1012;3144;3636;
1382;3224;947;3140;3635;
1383;3160;895;3093;3614;
1384;3308;995;3105;3620;
1385;3262;955;3120;3630;
1386;3232;946;3176;3660;
1387;3220;929;3219;3680;
1388;3303;976;3151;3649;
1389;3262;958;3175;3663;
1390;3247;937;3214;3684;
1391;3265;951;3157;3656;
1392;3223;941;3141;3651;
1393;3227;934;3218;3692;
1394;3289;971;3121;3642;
1395;3230;947;3186;3676;
1396;3239;945;3125;3649;
1397;3209;926;3135;3654;
1398;3288;962;3184;3680;
1399;3243;941;3158;3669;
1400;3284;967;3181;3683;
1401;3240;945;3204;3696;
1402;3340;981;3168;3678;
1403;3238;941;3196;3691;
1404;3198;913;3256;3726;
1405;3256;938;3214;3709;
1406;3299;971;3158;3680;
1407;3246;930;3159;3680;
1408;3248;941;3143;3676;
1409;3266;952;3183;3696;
1410;3247;938;3191;3705;
1411;3382;998;3161;3688;
1412;3387;1008;3220;3719;
1413;3350;993;3176;3699;
1414;3317;978;3167;3697;
1415;3311;975;3238;3732;
1416;3303;961;3223;3727;
1417;3182;898;3170;3703;
1418;3359;999;3239;3737;
1419;3342;983;3202;3721;
1420;3302;960;3185;3716;
1421;3306;959;3194;3719;
1422;3388;1015;3220;3734;
1423;3266;930;3260;3754;
1424;3242;926;3260;3757;
1425;3315;963;3268;3764;
1426;3342;976;3267;3765;
1427;3230;907;3209;3737;
1428;3273;932;3264;3762;
1429;3356;993;3161;3717;
1430;3408;1008;3231;3753;
1431;3375;988;3282;3778;
1432;3373;984;3263;3772;
1433;3396;997;3204;3743;
1434;3378;991;3223;3756;
1435;3321;963;3224;3756;
1436;3368;986;3330;3812;
1437;3345;967;3247;3772;
1438;3324;959;3278;3787;
1439;3330;958;3298;3796;
1440;3383;994;3249;3773;
1441;3419;1009;3263;3782;
1442;3390;998;3280;3795;
1443;3350;977;3245;3778;
1444;3383;988;3278;3798;
1445;3445;1011;3270;3794;
1446;3256;905;3301;3809;
1447;3403;1004;3310;3817;
1448;3355;974;3307;3817;
1449;3404;992;3328;3828;
1450;3328;958;3282;3807;
1451;3426;1008;3300;3818;
1452;3409;996;3299;3814;
1453;3425;1004;3311;3826;
1454;3381;982;3353;3847;
1455;3349;967;3337;3841;
1456;3375;978;3301;3825;
1457;3428;1010;3318;3834;
1458;3349;947;3285;3823;
1459;3338;953;3357;3856;
1460;3410;1000;3273;3819;
1461;3387;981;3352;3860;
1462;3376;969;3376;3873;
1463;3446;1005;3287;3830;
1464;3478;1025;3358;3865;
1465;3354;951;3307;3843;
1466;3446;1008;3312;3847;
1467;3422;997;3293;3839;
1468;3478;1027;3310;3850;
1469;3429;1015;3352;3870;
1470;3359;962;3323;3858;
1471;3393;980;3256;3826;
1472;3416;988;3303;3850;
1473;3508;1053;3315;3861;
1474;3459;1010;3343;3873;
1475;3404;981;3341;3873;
1476;3517;1040;3306;3856;
1477;3347;941;3372;3893;
1478;3491;1018;3385;3903;
1479;3473;1015;3328;3874;
1480;3396;970;3437;3930;
1481;3486;1036;3404;3914;
1482;3501;1037;3382;3905;
1483;3387;964;3367;3900;
1484;3416;981;3367;3899;
1485;3497;1030;3380;3909;
1486;3504;1034;3349;3895;
1487;3529;1046;3311;3879;
1488;3336;926;3418;3933;
1489;3416;976;3386;3917;
1490;3474;1005;3397;3926;
1491;3555;1054;3359;3908;
1492;3453;1002;3442;3954;
1493;3517;1026;3381;3918;
1494;3476;1010;3392;3930;
1495;3533;1043;3393;3932;
1496;3534;1047;3426;3949;
1497;3466;1000;3351;3908;
1498;3490;1014;3435;3953;
1499;3537;1045;3399;3940;
1500;3544;1041;3418;3948;
1501;3551;1036;3396;3942;
1502;3561;1052;3447;3970;
1503;3426;968;3452;3972;
1504;3504;1018;3426;3961;
1505;3539;1039;3422;3962;
1506;3482;1005;3404;3953;
1507;3518;1023;3403;3953;
1508;3519;1027;3386;3946;
1509;3484;1004;3487;3998;
1510;3549;1041;3480;3998;
1511;3532;1029;3457;3987;
1512;3448;977;3451;3980;
1513;3577;1054;3475;3995;
1514;3484;1010;3512;4018;
1515;3538;1032;3426;3977;
1516;3529;1022;3443;3987;
1517;3574;1056;3480;4010;
1518;3630;1083;3524;4029;
1519;3463;984;3478;4012;
1520;3518;1013;3457;4000;
1521;3560;1035;3449;3995;
1522;3573;1041;3462;4005;
1523;3542;1040;3494;4023;
1524;3579;1053;3429;3989;
1525;3633;1073;3473;4015;
1526;3568;1032;3418;3987;
1527;3530;1010;3464;4016;
1528;3511;1008;3493;4026;
1529;3610;1057;3449;4009;
1530;3474;972;3530;4052;
1531;3504;1008;3547;4061;
1532;3539;1027;3502;4041;
1533;3577;1040;3480;4031;
1534;3533;1017;3471;4025;
1535;3646;1088;3386;3987;
1536;3464;964;3441;4017;
1537;3629;1061;3577;4086;
1538;3557;1025;3476;4040;
1539;3598;1050;3480;4040;
1540;3540;1023;3457;4029;
1541;3661;1085;3548;4075;
1542;3679;1101;3527;4069;
1543;3587;1036;3481;4047;
1544;3541;1010;3495;4054;
1545;3612;1048;3549;4082;
1546;3506;989;3481;4050;
1547;3527;990;3530;4078;
1548;3477;967;3535;4083;
1549;3516;987;3466;4049;
1550;3506;979;3468;4050;
1551;3620;1037;3562;4098;
1552;3569;1021;3514;4077;
1553;3653;1065;3544;4092;
1554;3595;1032;3617;4129;
1555;3694;1096;3546;4098;
1556;3625;1060;3564;4107;
1557;3586;1036;3588;4121;
1558;3582;1026;3537;4096;
1559;3639;1051;3500;4078;
1560;3580;1028;3470;4068;
1561;3639;1060;3563;4115;
1562;3600;1043;3494;4083;
1563;3514;981;3515;4096;
1564;3627;1043;3542;4108;
1565;3698;1086;3542;4111;
1566;3744;1115;3541;4112;
1567;3632;1048;3593;4138;
1568;3604;1037;3583;4133;
1569;3594;1026;3573;4134;
1570;3597;1029;3557;4125;
1571;3673;1079;3595;4142;
1572;3658;1061;3549;4124;
1573;3629;1049;3596;4149;
1574;3662;1053;3565;4135;
1575;3706;1089;3531;4121;
1576;3691;1079;3646;4178;
1577;3635;1047;3601;4156;
1578;3701;1068;3580;4147;
1579;3690;1071;3530;4126;
1580;3650;1050;3617;4168;
1581;3651;1054;3615;4174;
1582;3651;1046;3658;4192;
1583;3762;1108;3624;4178;
1584;3765;1108;3702;4212;
1585;3613;1016;3635;4187;
1586;3749;1106;3644;4194;
1587;3621;1035;3580;4162;
1588;3636;1027;3636;4190;
1589;3682;1069;3578;4164;
1590;3708;1069;3546;4149;
1591;3676;1057;3597;4175;
1592;3678;1055;3606;4182;
1593;3662;1053;3622;4195;
1594;3719;1085;3607;4185;
1595;3783;1114;3663;4217;
1596;3610;1011;3612;4194;
1597;3699;1069;3663;4219;
1598;3597;1018;3648;4212;
1599;3639;1041;3615;4200;
1600;3668;1044;3640;4212;
1601;3779;1108;3671;4229;
1602;3720;1079;3610;4198;
1603;3741;1088;3611;4199;
1604;3795;1119;3676;4237;
1605;3740;1093;3587;4194;
1606;3751;1093;3648;4227;
1607;3766;1096;3674;4238;
1608;3729;1074;3649;4227;
1609;3707;1074;3733;4271;
1610;3793;1110;3656;4235;
1611;3792;1109;3652;4235;
1612;3727;1079;3674;4245;
1613;3819;1139;3696;4259;
1614;3764;1094;3619;4223;
1615;3766;1088;3706;4269;
1616;3747;1082;3704;4268;
1617;3790;1102;3668;4250;
1618;3822;1118;3638;4240;
1619;3723;1070;3673;4257;
1620;3770;1093;3679;4261;
1621;3810;1108;3670;4258;
1622;3816;1104;3677;4262;
1623;3810;1108;3770;4309;
1624;3800;1111;3693;4275;
1625;3740;1072;3748;4305;
1626;3772;1079;3719;4291;
1627;3717;1057;3703;4282;
1628;3813;1114;3710;4287;
1629;3752;1076;3719;4295;
1630;3721;1064;3683;4278;
1631;3795;1100;3773;4325;
1632;3792;1095;3657;4271;
1633;3760;1072;3772;4326;
1634;3817;1106;3718;4301;
1635;3810;1106;3719;4304;
1636;3700;1036;3678;4282;
1637;3810;1103;3733;4314;
1638;3678;1020;3723;4308;
1639;3783;1087;3719;4310;
1640;3777;1072;3703;4301;
1641;3856;1126;3809;4356;
1642;3871;1138;3775;4343;
1643;3808;1103;3696;4305;
1644;3859;1125;3666;4290;
1645;3834;1106;3697;4309;
1646;3909;1162;3726;4326;
1647;3752;1066;3745;4335;
1648;3878;1143;3692;4311;
1649;3835;1121;3783;4356;
1650;3754;1054;3740;4336;
1651;3913;1149;3754;4345;
1652;3912;1147;3802;4368;
1653;3922;1150;3751;4347;
1654;3888;1131;3779;4360;
1655;3832;1105;3787;4367;
1656;3834;1106;3811;4381;
1657;3834;1106;3803;4378;
1658;3795;1077;3768;4366;
1659;3862;1119;3776;4371;
1660;3850;1110;3727;4345;
1661;3876;1126;3776;4374;
1662;3892;1131;3736;4354;
1663;3893;1136;3797;4386;
1664;3900;1133;3758;4365;
1665;3906;1133;3819;4399;
1666;3874;1121;3813;4398;
1667;3884;1124;3766;4378;
1668;3854;1103;3830;4404;
1669;3799;1079;3803;4398;
1670;3849;1102;3794;4396;
1671;3947;1158;3835;4417;
1672;3914;1140;3842;4421;
1673;3890;1131;3794;4398;
1674;3821;1093;3792;4396;
1675;3926;1141;3780;4397;
1676;3890;1122;3820;4413;
1677;3897;1128;3775;4396;
1678;3911;1145;3852;4434;
1679;3920;1134;3837;4429;
1680;3866;1108;3851;4439;
1681;3795;1065;3794;4411;
1682;3935;1139;3802;4414;
1683;3948;1163;3811;4421;
1684;3974;1161;3820;4429;
1685;3901;1127;3765;4403;
1686;3928;1133;3878;4459;
1687;3799;1056;3812;4429;
1688;3957;1151;3871;4458;
1689;3894;1112;3810;4430;
1690;3931;1136;3845;4447;
1691;3917;1122;3837;4448;
1692;3911;1124;3786;4422;
1693;3865;1096;3799;4431;
1694;3929;1127;3794;4429;
1695;3847;1083;3848;4459;
1696;3938;1129;3814;4444;
1697;3945;1134;3853;4466;
1698;3885;1109;3865;4472;
1699;3944;1139;3896;4489;
1700;3922;1125;3835;4459;
1701;3963;1147;3829;4459;
1702;3962;1144;3873;4481;
1703;3904;1115;3863;4479;
1704;3904;1116;3812;4451;
1705;3861;1081;3855;4480;
1706;3992;1159;3961;4530;
1707;3888;1101;3805;4456;
1708;3976;1143;3835;4470;
1709;3887;1092;3928;4518;
1710;3982;1147;3870;4490;
1711;3852;1079;3897;4507;
1712;3987;1168;3805;4463;
1713;3994;1148;3819;4470;
1714;4008;1162;3859;4495;
1715;3869;1091;3891;4509;
1716;3990;1147;3958;4546;
1717;3956;1135;3915;4524;
1718;3991;1150;3981;4559;
1719;3971;1133;3898;4520;
1720;3905;1101;3906;4525;
1721;3939;1118;3915;4533;
1722;3977;1138;3852;4502;
1723;4020;1167;3885;4519;
1724;3997;1151;3892;4519;
1725;3971;1135;3837;4495;
1726;4011;1157;3905;4532;
1727;3985;1150;3971;4569;
1728;3899;1089;3890;4531;
1729;3994;1145;3885;4526;
1730;4064;1189;3900;4536;
1731;3985;1139;3953;4561;
1732;3960;1126;3917;4548;
1733;3878;1077;3978;4580;
1734;4045;1174;3937;4561;
1735;3924;1104;3956;4575;
1736;3962;1132;3979;4588;
1737;4061;1176;4034;4616;
1738;4035;1152;3916;4557;
1739;3964;1132;4030;4615;
1740;3990;1133;3955;4579;
1741;4046;1166;3959;4581;
1742;4042;1153;3949;4580;
1743;4035;1156;3999;4606;
1744;4015;1145;3998;4606;
1745;4047;1163;3956;4587;
1746;3948;1111;3992;4608;
1747;4044;1162;3947;4586;
1748;4035;1156;3947;4589;
1749;4031;1153;4013;4623;
1750;4025;1139;3907;4568;
1751;4000;1133;3975;4604;
1752;4048;1160;3992;4614;
1753;4111;1188;3986;4616;
1754;3975;1118;4037;4639;
1755;3927;1086;4030;4637;
1756;4120;1200;3969;4609;
1757;4137;1207;4050;4649;
1758;4130;1213;3836;4545;
1759;3987;1121;4104;4684;
1760;4009;1137;4030;4645;
1761;4021;1135;3952;4611;
1762;4092;1183;3909;4589;
1763;4062;1178;4000;4635;
1764;4054;1153;4021;4648;
1765;4084;1175;4025;4651;
1766;4118;1186;4021;4650;
1767;4115;1185;4002;4641;
1768;4052;1154;4057;4670;
1769;3980;1111;4052;4672;
1770;4096;1179;4015;4656;
1771;4162;1209;4022;4662;
1772;4088;1164;3978;4639;
1773;4179;1215;3974;4636;
1774;4076;1168;3982;4645;
1775;4057;1143;4066;4687;
1776;4095;1174;3994;4654;
1777;4155;1196;3983;4647;
1778;4104;1164;3982;4651;
1779;4106;1176;4041;4680;
1780;4098;1171;4035;4678;
1781;4043;1142;4090;4703;
1782;4151;1190;4058;4695;
1783;4067;1152;4068;4697;
1784;4117;1179;4024;4680;
1785;4029;1122;4085;4711;
1786;4085;1161;4085;4710;
1787;4112;1176;4084;4716;
1788;4174;1205;4051;4700;
1789;4077;1146;4004;4677;
1790;4060;1141;4129;4740;
1791;4146;1188;4059;4703;
1792;4111;1167;4042;4700;
1793;4095;1157;4071;4717;
1794;4157;1191;4066;4718;
1795;4192;1209;4032;4698;
1796;4072;1142;4050;4708;
1797;4152;1192;4092;4733;
1798;4060;1134;4104;4740;
1799;4106;1169;4089;4736;
1800;4124;1175;4063;4722;
1801;4091;1145;4021;4701;
1802;4204;1215;4107;4748;
1803;4084;1146;4097;4744;
1804;4115;1156;4195;4796;
1805;4162;1189;4100;4751;
1806;4124;1170;4057;4730;
1807;4209;1228;4117;4759;
1808;4162;1183;4081;4747;
1809;4177;1206;4106;4756;
1810;4186;1202;4096;4755;
1811;4175;1191;4123;4769;
1812;4145;1168;4115;4765;
1813;4145;1183;4132;4780;
1814;4119;1161;4125;4778;
1815;4156;1178;4175;4803;
1816;4262;1236;4070;4749;
1817;4114;1154;4170;4804;
1818;4169;1189;4114;4777;
1819;4175;1188;4134;4787;
1820;4135;1159;4069;4756;
1821;4231;1216;4144;4794;
1822;4167;1180;4178;4815;
1823;4190;1192;4113;4780;
1824;4158;1172;4169;4814;
1825;4086;1131;4208;4834;
1826;4175;1178;4157;4807;
1827;4197;1191;4140;4800;
1828;4204;1199;4205;4834;
1829;4174;1183;4246;4859;
1830;4182;1179;4113;4794;
1831;4269;1226;4162;4818;
1832;4202;1195;4146;4810;
1833;4191;1195;4187;4834;
1834;4162;1180;4193;4838;
1835;4211;1201;4204;4847;
1836;4097;1137;4213;4854;
1837;4164;1170;4167;4829;
1838;4186;1180;4082;4789;
1839;4154;1158;4147;4823;
1840;4226;1202;4214;4858;
1841;4166;1171;4124;4817;
1842;4279;1232;4196;4853;
1843;4224;1199;4254;4883;
1844;4175;1177;4188;4850;
1845;4225;1201;4221;4871;
1846;4241;1208;4250;4885;
1847;4263;1217;4216;4866;
1848;4269;1221;4260;4891;
1849;4236;1205;4229;4875;
1850;4273;1227;4229;4880;
1851;4276;1225;4224;4881;
1852;4289;1223;4157;4846;
1853;4267;1210;4246;4895;
1854;4151;1154;4216;4878;
1855;4296;1231;4207;4877;
1856;4268;1215;4173;4864;
1857;4327;1249;4186;4871;
1858;4252;1219;4100;4828;
1859;4300;1231;4233;4897;
1860;4166;1156;4254;4906;
1861;4229;1194;4352;4961;
1862;4227;1191;4199;4887;
1863;4298;1224;4227;4901;
1864;4300;1232;4249;4912;
1865;4267;1211;4224;4901;
1866;4288;1212;4232;4907;
1867;4229;1192;4217;4902;
1868;4266;1208;4197;4889;
1869;4271;1208;4280;4935;
1870;4313;1227;4252;4923;
1871;4229;1180;4291;4945;
1872;4298;1220;4278;4939;
1873;4282;1210;4279;4940;
1874;4339;1243;4196;4900;
1875;4258;1196;4214;4913;
1876;4260;1196;4218;4912;
1877;4245;1197;4330;4970;
1878;4340;1235;4302;4957;
1879;4299;1221;4283;4947;
1880;4351;1239;4223;4921;
1881;4342;1237;4236;4930;
1882;4401;1272;4214;4922;
1883;4289;1207;4292;4962;
1884;4273;1205;4284;4957;
1885;4339;1233;4298;4965;
1886;4370;1247;4278;4962;
1887;4311;1216;4382;5014;
1888;4379;1251;4316;4981;
1889;4350;1243;4289;4970;
