n;q1_a;q1_c;q2_a;q2_c
8044;243251;116906;222356;218977;
8045;260158;118545;211907;231694;
8046;289278;121619;222538;211983;
8047;272456;120455;217257;207363;
8048;300914;132707;239385;229360;
8049;265316;115963;218240;211825;
8050;285934;126877;212389;208064;
8051;254027;126866;205690;219130;
8052;273291;121632;202031;211299;
8053;260947;117550;208534;213548;
8054;258522;115173;227355;220935;
8055;294221;126916;239212;224940;
8056;281134;128242;231217;222686;
8057;276753;122899;214902;211616;
8058;258390;122209;213891;210101;
8059;259102;116343;214397;210864;
8060;266399;114169;209055;218572;
8061;284818;116336;243038;221906;
8062;254401;123885;213762;213555;
8063;245593;117803;225506;228563;
8064;252870;127668;213733;220062;
8065;300033;128763;232461;212619;
8066;305691;121138;220800;229329;
8067;241299;115862;216575;224104;
8068;259326;121781;214846;211672;
8069;283310;123663;239085;223298;
8070;298351;125826;214196;216522;
8071;303796;132863;221053;219434;
8072;252413;122709;240516;219632;
8073;278471;123137;246687;230701;
8074;271655;121404;220744;223750;
8075;284784;117846;230574;248761;
8076;274413;127074;210481;223283;
8077;284636;118421;233946;224516;
8078;279081;122542;220278;210312;
8079;278206;127294;233062;223153;
8080;257521;129633;224240;233495;
8081;267026;120662;220940;214278;
8082;268261;119921;209768;216874;
8083;315817;124951;215992;216330;
8084;264599;127210;216931;214654;
8085;252289;120475;224262;224339;
8086;265956;117903;242003;232241;
8087;264026;118768;219910;215134;
8088;285346;123042;241166;229601;
8089;266706;119240;220181;226319;
8090;242669;116914;226296;215118;
8091;304437;126814;228268;224393;
8092;260666;122055;216812;215958;
8093;291262;129960;218980;215180;
8094;278872;119280;231527;223123;
8095;277460;118046;241790;226256;
8096;261797;121028;242930;231050;
8097;287604;121168;228327;219196;
8098;290720;133133;204332;215427;
8099;272561;119589;235342;227922;
8100;284865;123295;224575;217203;
8101;242037;123107;211506;209140;
8102;288859;119615;220166;213217;
8103;265194;126765;247416;225503;
8104;281283;118455;231167;223008;
8105;300225;126569;230085;222817;
8106;300698;122443;259599;227622;
8107;273311;135979;227141;223959;
8108;263922;119400;225066;224932;
8109;290475;122549;241450;230052;
8110;260565;117504;211652;213424;
8111;287459;131615;211793;222486;
8112;259220;119280;231805;221004;
8113;285526;126899;231739;220804;
8114;253874;117295;227792;214774;
8115;282712;121586;241852;230981;
8116;307319;125388;237489;217280;
8117;301765;121556;225675;212647;
8118;239761;126656;222329;216519;
8119;231273;125523;213824;220030;
8120;295394;121818;227360;215619;
8121;267819;123199;214432;218662;
8122;298520;125135;218300;230239;
8123;267566;123051;209637;210658;
8124;280439;118656;226440;224635;
8125;267206;118852;220850;214278;
8126;275270;118315;218330;222494;
8127;300227;120817;245465;232463;
8128;284922;121827;266523;233392;
8129;283017;127033;229419;219452;
8130;282487;124932;222629;218450;
8131;268451;123968;228576;218158;
8132;261543;117052;216685;210013;
8133;264362;118889;217333;211837;
8134;255045;116609;218713;213267;
8135;273137;131466;229391;232497;
8136;278910;128526;211048;224233;
8137;289331;126009;211618;218556;
8138;295114;128633;219994;228190;
8139;253725;114185;210721;214712;
8140;263131;119694;226150;222073;
8141;264898;122588;223134;229150;
8142;299819;125107;237559;218576;
8143;274293;121686;218077;214547;
8144;281325;119934;237600;220864;
8145;260460;122487;230609;219137;
8146;300768;123530;241342;228631;
8147;298064;117972;215816;214917;
8148;267395;120369;211201;213569;
8149;296708;126367;220512;226336;
8150;278939;126506;228452;233228;
8151;280163;118969;224968;212872;
8152;328824;125097;231615;223717;
8153;278956;120693;221361;213466;
8154;283592;124157;225166;215792;
8155;295668;127797;238995;233063;
8156;274401;120007;218090;207393;
8157;291664;134287;212638;216177;
8158;303705;126313;218841;217865;
8159;259297;119523;213484;212490;
8160;257677;117559;214859;227475;
8161;284746;131147;215996;214184;
8162;279061;118472;233630;218285;
8163;283360;123343;229567;234880;
8164;270253;121326;231243;214561;
8165;285592;134044;222798;217765;
8166;269661;121058;221871;212701;
8167;301523;130564;230122;224337;
8168;269305;123778;249288;233714;
8169;257140;120781;202959;216863;
8170;303262;131068;239822;222575;
8171;260159;120928;214914;221097;
8172;263776;122679;211476;212822;
8173;270722;129446;217318;222921;
8174;267554;122576;215640;210109;
8175;264893;119862;243010;224134;
8176;311809;129093;256627;231223;
8177;290833;126174;239017;217354;
8178;268108;121046;221138;213332;
8179;374101;143612;211445;218826;
8180;266221;118849;237649;224554;
8181;287158;121347;217545;216826;
8182;303831;126157;242718;233427;
8183;251059;116064;225852;216540;
8184;246903;120639;209138;226293;
8185;270671;125132;223732;222762;
8186;276873;125770;217366;221669;
8187;298359;127643;235467;219961;
8188;254363;116030;223096;218247;
8189;304291;126122;240900;222394;
8190;298813;133597;212209;218591;
8191;252406;123923;212379;216536;
8192;280358;134243;231237;223414;
8193;257119;124061;227643;233081;
8194;259087;127032;214723;220204;
8195;279101;126627;209952;225776;
8196;259184;115662;218568;215687;
8197;261727;118772;230006;219006;
8198;288542;120228;231222;220231;
8199;275052;122557;216951;214084;
8200;278943;118627;248404;226495;
8201;249292;129810;205580;210512;
8202;277558;120859;218692;209169;
8203;287036;123358;213608;219457;
8204;293866;125725;234402;224035;
8205;285811;120528;245575;223505;
8206;285445;129225;210468;213903;
8207;283180;124979;217796;226733;
8208;286037;126892;217331;216188;
8209;277265;123194;219732;212384;
8210;316711;130678;217514;227407;
8211;277810;120755;238158;229898;
8212;311774;136924;248244;223529;
8213;311001;126734;214163;218202;
8214;262263;122400;228837;220933;
8215;258206;118272;217071;214602;
8216;255812;119925;222904;224405;
8217;299702;120839;220728;218076;
8218;267246;122426;229604;219408;
8219;269968;125406;211341;217256;
8220;272714;120287;234285;219807;
8221;274006;124184;231735;221763;
8222;288283;131993;221395;216202;
8223;320427;137962;223261;225725;
8224;271538;120483;207180;218368;
8225;300410;132812;264139;247277;
8226;282499;120173;223726;227513;
8227;271252;124560;221635;225668;
8228;250668;122308;217632;221489;
8229;254362;121943;219679;222455;
8230;289130;128507;217259;215781;
8231;319342;133208;290647;265661;
8232;301620;123614;222712;222531;
8233;281488;120734;226616;216736;
8234;256213;115492;244719;232089;
8235;288770;122457;217845;219842;
8236;262992;124618;220073;219791;
8237;267075;116688;224334;218839;
8238;259736;126816;227440;221612;
8239;276746;124553;234817;219305;
8240;260973;120552;220573;223010;
8241;249371;119779;209897;231833;
8242;261350;127838;222342;224327;
8243;293791;132121;218657;214667;
8244;262233;123953;225275;224645;
8245;296060;120141;228352;220277;
8246;298444;126884;223446;228165;
8247;276332;132769;245925;244190;
8248;255443;120114;213274;213501;
8249;272061;122531;224782;232222;
8250;269204;120172;222847;222054;
8251;300314;124552;226331;222842;
8252;264076;123222;227534;231481;
8253;282079;133695;236774;240176;
8254;284005;120463;221655;224409;
8255;294127;129179;268683;241051;
8256;317627;132194;245036;224326;
8257;290498;122519;224078;228379;
8258;276707;129293;224039;225165;
8259;284244;129012;222219;221065;
8260;323342;126402;217311;223821;
8261;312104;128526;254041;235630;
8262;282772;125452;213635;216964;
8263;283400;123813;214426;211955;
8264;265091;125956;225753;222444;
8265;297230;127059;242216;230619;
8266;255652;128703;221828;228383;
8267;264244;119934;228963;218173;
8268;250417;134142;222970;234903;
8269;267232;117230;254177;227526;
8270;276569;124418;219147;235839;
8271;264481;128808;216502;224282;
8272;288523;124865;253107;235993;
8273;283386;125666;221097;219710;
8274;276661;136086;254964;248438;
8275;305182;127881;215649;224157;
8276;270883;118467;225698;219036;
8277;254551;119492;213771;213957;
8278;334705;153393;212031;224080;
8279;298419;131019;242670;231543;
8280;289258;129253;216122;218700;
8281;360529;135000;213787;230055;
8282;280490;122035;228402;234608;
8283;273107;120207;215237;223054;
8284;304160;126768;230854;226291;
8285;266146;129262;236599;229075;
8286;306871;136820;239565;225261;
8287;281608;118811;237686;218251;
8288;278749;128889;205773;223145;
8289;274535;122173;232425;228588;
8290;297314;126059;222679;215307;
8291;274145;121932;224540;225611;
8292;257542;125692;222934;222730;
8293;278547;122223;238349;231097;
8294;281248;128175;229299;227618;
8295;274528;126049;243531;243590;
8296;297290;130235;230359;227652;
8297;273479;119008;218991;222913;
8298;267218;121607;236893;228346;
8299;272545;128696;252739;235914;
8300;330826;131359;226622;232392;
8301;287103;131190;219765;239901;
8302;265285;131448;220273;232520;
8303;272967;126312;224384;237149;
8304;295282;134068;231384;234477;
8305;289360;126925;224948;221948;
8306;276785;118984;228297;215340;
8307;265372;125904;242558;227821;
8308;294317;137485;262027;242693;
8309;277943;124808;234567;223299;
8310;279354;120775;241353;231654;
8311;292547;128667;220858;218705;
8312;247326;121652;232408;225701;
8313;287205;130602;221072;219493;
8314;279242;129180;221769;227933;
8315;288374;127329;235557;230374;
8316;278142;124334;224898;219933;
8317;265340;121503;221148;219874;
8318;307367;127073;255630;228828;
8319;253869;119477;216220;218539;
8320;271321;122366;223407;220234;
8321;301468;137876;216327;219833;
8322;272957;124241;233377;227845;
8323;247414;124072;217484;219964;
8324;282036;127770;217196;214579;
8325;272580;120136;226900;226510;
8326;320185;126021;247348;222436;
8327;266187;118065;221215;216539;
8328;296748;122043;259309;234569;
8329;275625;122830;230413;223155;
8330;301696;124391;231073;226821;
8331;312854;131830;226905;226512;
8332;264615;121923;252862;234947;
8333;253642;121526;240227;234606;
8334;286765;120037;235685;229037;
8335;283909;125604;217924;220757;
8336;270660;124945;223268;220469;
8337;348292;135251;256754;241494;
8338;285091;124989;225999;224741;
8339;284575;127622;222887;216771;
8340;275552;125216;212732;224852;
8341;319030;130770;227205;220458;
8342;283419;121205;224977;218988;
8343;279373;120519;243051;231883;
8344;279779;123251;233028;222483;
8345;273366;125109;247936;235924;
8346;268486;137210;219842;217063;
8347;272811;120892;226021;222752;
8348;280806;130391;235035;232242;
8349;268444;124894;235802;233268;
8350;312861;137854;219880;218930;
8351;296905;125002;226668;219497;
8352;277094;118500;243176;224793;
8353;279591;133780;236594;255603;
8354;268551;120107;217441;228050;
8355;304920;134839;246242;241422;
8356;238376;129537;231581;237700;
8357;297761;129349;212917;225189;
8358;264529;131216;229988;231061;
8359;273497;119339;219261;225684;
8360;289116;121686;232195;230827;
8361;275578;118659;229809;225258;
8362;299704;130124;229910;231797;
8363;286987;134123;231730;218296;
8364;285776;129439;228910;218202;
8365;277373;131657;236219;234693;
8366;301445;122463;220016;222265;
8367;287599;123272;215561;229413;
8368;331611;139209;236839;227030;
8369;303503;127514;270709;235648;
8370;257782;122007;222725;222705;
8371;277354;126716;217458;224830;
8372;310083;126724;236031;228760;
8373;341016;135377;269880;244996;
8374;287592;147020;235927;240365;
8375;338435;141642;242094;235820;
8376;334358;138651;223417;213136;
8377;342304;140026;247432;229019;
8378;302195;121356;225583;222285;
8379;299722;129698;233716;220096;
8380;286138;125310;215486;218959;
8381;323809;127703;220476;220480;
8382;293583;126319;222464;233671;
8383;277357;134002;223360;224065;
8384;285622;127057;222129;221861;
8385;311177;126803;238271;225676;
8386;257607;123983;239168;239494;
8387;283268;123918;259479;233097;
8388;291510;122119;225310;223240;
8389;295682;129631;254995;241963;
8390;285868;127065;246810;245317;
8391;294116;126105;226216;225981;
8392;288595;123440;228953;225984;
8393;294363;131062;249856;233102;
8394;258014;122312;233710;220439;
8395;287907;120765;261942;237033;
8396;271492;120191;239974;230595;
8397;320709;139335;230707;222910;
8398;270147;122754;246353;224817;
8399;311941;128457;228302;228209;
8400;318161;136882;250236;232994;
8401;295924;120660;227515;223157;
8402;308274;140242;226616;236754;
8403;301880;131595;231441;230016;
8404;269346;121723;265759;241455;
8405;327566;127477;234981;219713;
8406;248365;121440;228086;223743;
8407;309268;126930;257271;234411;
8408;304580;126298;243086;226839;
8409;256592;120720;226960;230352;
8410;304448;129700;229083;230114;
8411;279586;124005;234096;228016;
8412;284600;124507;243349;234205;
8413;290506;131104;242433;229794;
8414;300979;125137;230821;224291;
8415;314464;127571;246865;234900;
8416;365348;138060;238042;245276;
8417;299715;151599;239721;257046;
8418;317814;133283;227523;229746;
8419;293285;124336;228881;221723;
8420;280347;125885;231109;239419;
8421;294088;124878;276994;243755;
8422;278558;128361;229708;220252;
8423;267891;119922;247824;227761;
8424;277330;130756;235391;216987;
8425;305116;126338;230998;230967;
8426;294232;130766;250810;235392;
8427;298854;126201;229767;222674;
8428;277805;142467;249834;258203;
8429;290382;125219;233965;229929;
8430;294573;127637;231797;225278;
8431;294164;124743;219936;222839;
8432;266018;127470;228241;221564;
8433;278201;121716;238174;233478;
8434;304414;125066;229645;222629;
8435;296207;138596;243419;226688;
8436;265282;126510;218515;219605;
8437;289571;126690;223584;221980;
8438;279717;134494;227957;226888;
8439;290244;130599;247384;240101;
8440;262333;124159;225000;237462;
8441;322344;138246;241944;224203;
8442;259067;131178;232927;233208;
8443;279667;125904;225491;223384;
8444;292421;126044;241005;222204;
8445;281585;132016;277276;251281;
8446;283608;119302;217954;225011;
8447;307048;125009;235827;237827;
8448;292110;131825;213536;216851;
8449;301402;129550;224239;221696;
8450;263691;126344;233013;224663;
8451;289909;122934;239966;222781;
8452;276521;130184;231987;224759;
8453;298639;139598;254306;236053;
8454;312415;124125;228528;229743;
8455;276447;125722;265383;240744;
8456;269612;120539;221775;219009;
8457;279217;121861;217237;221941;
8458;286373;120425;261888;240550;
8459;270037;129323;225244;229146;
8460;305506;137807;221713;223965;
8461;263039;127876;230576;223101;
8462;264134;123927;260579;239397;
8463;281377;123789;238964;229939;
8464;353074;141146;295663;264474;
8465;295607;142749;227895;232526;
8466;317091;138821;214654;228740;
8467;264248;121021;229100;225222;
8468;293608;132390;224173;229666;
8469;262233;122985;223149;236823;
8470;312087;128350;295446;263973;
8471;290892;131085;265197;238539;
8472;309754;131431;266778;260143;
8473;293276;127375;275461;249815;
8474;299659;137341;220040;230755;
8475;296816;130729;225487;226414;
8476;298955;135299;222833;232951;
8477;288314;133136;229214;237762;
8478;292322;124482;245617;235902;
8479;296101;126881;239728;226749;
8480;300385;126371;244919;230418;
8481;263144;122577;245541;230937;
8482;299684;132990;223207;231617;
8483;319407;133886;224926;227365;
8484;255810;124502;245542;250172;
8485;308781;124784;245598;238282;
8486;293438;133557;232389;249834;
8487;266656;134724;225825;228973;
8488;295168;126589;256181;247227;
8489;399610;147502;223316;237212;
8490;262158;127198;223309;243865;
8491;286348;122696;243463;237340;
8492;291753;125280;230062;222873;
8493;271548;125201;221551;222188;
8494;297903;128790;244705;236711;
8495;285088;136812;222138;226946;
8496;309385;127902;229371;222958;
8497;311004;134870;284400;245112;
8498;271309;130449;227878;228334;
8499;289957;132333;222073;223182;
8500;298885;127290;233804;237355;
8501;300998;125837;222546;222047;
8502;247467;123856;228414;225062;
8503;305114;134811;234860;253928;
8504;319227;131920;251399;238563;
8505;281570;125697;227469;219088;
8506;283374;125348;234973;231338;
8507;339986;129436;241835;232874;
8508;316226;134999;236094;231196;
8509;298893;129990;222897;233247;
8510;293060;122448;225474;226553;
8511;274491;131060;219488;236850;
8512;291625;126824;245618;247051;
8513;248230;122826;231582;229445;
8514;364939;150394;269836;241792;
8515;275673;122838;224618;226520;
8516;324278;131954;231371;238615;
8517;280734;124860;231816;230639;
8518;268001;130187;239944;230797;
8519;312598;132606;221951;224448;
8520;299971;128165;227784;227138;
8521;286094;123546;238102;225703;
8522;292389;127408;233068;228534;
8523;297415;136597;253563;257375;
8524;294309;126556;253496;233893;
8525;291396;131986;248295;236735;
8526;300611;128108;235646;224318;
8527;323608;134553;233891;241812;
8528;269826;126923;227450;234757;
8529;281434;136248;248683;232926;
8530;300370;131603;244921;231555;
8531;276250;130389;249163;256749;
8532;298596;128372;244331;231221;
8533;280508;131280;230907;232408;
8534;308878;132786;221678;229909;
8535;285479;128121;229962;224126;
8536;300306;135352;260669;239171;
8537;265690;123252;240642;227285;
8538;304829;133353;244908;231451;
8539;260913;123969;239121;235554;
8540;304199;123350;229179;228922;
8541;327303;138473;244737;240845;
8542;294453;124339;239921;234042;
8543;274135;125211;235709;239572;
8544;297956;133475;252396;234033;
8545;284784;127959;257343;242163;
8546;265696;133789;218529;224728;
8547;338434;147697;262996;261574;
8548;282135;122449;242442;227674;
8549;264005;131445;229340;224519;
8550;313167;128830;227928;231016;
8551;307474;129395;230143;226532;
8552;268712;129106;222535;240335;
8553;325865;139607;231682;232020;
8554;268407;131025;241473;242263;
8555;296133;134277;248325;240200;
8556;303458;131635;220220;224850;
8557;292720;129062;227497;223134;
8558;303108;131880;237719;237167;
8559;295524;135774;260533;238108;
8560;259954;123627;242900;230138;
8561;321030;130232;265308;248613;
8562;266008;129714;233689;229697;
8563;268172;135267;227397;230430;
8564;291784;127340;236980;225498;
8565;272990;128088;227964;225252;
8566;279435;124481;240320;233930;
8567;291897;130026;223241;227504;
8568;304560;134937;236775;229733;
8569;320200;136433;227068;231049;
8570;302427;128827;223617;226289;
8571;265390;133321;243444;250837;
8572;312000;137815;265377;245894;
8573;277174;134060;246781;248221;
8574;305729;127987;267732;255705;
8575;332848;139535;242501;245248;
8576;280306;125127;249954;230740;
8577;283493;130889;262858;239227;
8578;282244;131258;229246;239105;
8579;297403;136264;227226;236718;
8580;260179;132503;254353;250932;
8581;287072;120940;249028;233828;
8582;309047;134479;259215;241656;
8583;265931;125573;245288;223243;
8584;331791;130245;233432;232813;
8585;281779;128557;242447;230875;
8586;339718;153979;263633;249162;
8587;300822;126335;218038;230962;
8588;298531;128267;224957;233466;
8589;271601;128022;222569;224049;
8590;297487;137863;225279;226541;
8591;322415;130883;259076;243448;
8592;299009;141887;231559;225806;
8593;311301;129531;242352;234352;
8594;321825;131594;226643;233736;
8595;287081;129915;235939;230131;
8596;288586;125319;227755;235561;
8597;322240;138046;248983;242542;
8598;296641;124492;247073;233251;
8599;310124;132522;236116;231939;
8600;272578;126308;234991;238354;
8601;308974;128902;251431;230355;
8602;311689;143103;259909;261697;
8603;316427;131404;256031;247554;
8604;288347;125163;225798;225000;
8605;280653;128874;229338;231087;
8606;312670;130736;251556;241598;
8607;296510;129480;225531;226246;
8608;305457;132491;256083;248770;
8609;272300;133693;256729;245672;
8610;313576;133932;225175;227389;
8611;300069;127316;241153;232052;
8612;314983;131420;227657;230225;
8613;339110;137599;256978;239950;
8614;315450;138296;247878;242635;
8615;292361;127503;224433;237551;
8616;297086;127788;238956;222945;
8617;307281;136084;245172;235302;
8618;322457;133769;245439;234988;
8619;292931;129648;237782;247532;
8620;291747;138707;228886;231644;
8621;268750;132454;227608;231807;
8622;276501;124993;227572;223506;
8623;270389;133706;234164;230577;
8624;296461;129957;237883;238029;
8625;269139;129930;242606;236148;
8626;314005;131162;247236;247213;
8627;296459;131174;231580;227097;
8628;309499;129526;242268;231013;
8629;283187;138233;226128;223453;
8630;305402;139390;237778;258366;
8631;264507;131912;234893;239599;
8632;283492;125986;252981;237092;
8633;293707;126966;222581;225821;
8634;316651;134270;231432;229972;
8635;282152;129782;227543;230709;
8636;307869;131432;249808;237527;
8637;337967;135409;250965;233794;
8638;338758;136828;225604;232195;
8639;305333;136160;220726;222839;
8640;280009;135859;235843;242859;
8641;265223;131440;238702;227598;
8642;286990;131196;229040;235562;
8643;315559;138054;268400;258517;
8644;286716;127462;241335;227784;
8645;278062;130169;236527;234087;
8646;269373;127590;248556;246081;
8647;330966;135560;234156;238703;
8648;353725;140595;236064;240903;
8649;269765;127223;225094;224508;
8650;324183;141026;240371;230869;
8651;283666;128621;229862;233177;
8652;285252;139872;242384;240864;
8653;285140;126577;243509;235703;
8654;289189;125051;241657;228236;
8655;282641;128738;230874;241738;
8656;284052;127666;229136;224166;
8657;302684;140355;241745;239872;
8658;293519;137533;231776;241885;
8659;284856;130791;235607;227976;
8660;277207;127080;240865;238107;
8661;262253;121926;230279;230132;
8662;267524;130375;235687;232569;
8663;304778;134713;265967;255853;
8664;300965;130806;245838;230621;
8665;319049;142710;238430;240109;
8666;290363;127686;276072;251138;
8667;300467;131292;261408;238917;
8668;329488;134507;249820;244194;
8669;281998;137907;243721;242326;
8670;275806;134084;249704;241870;
8671;297618;132959;247878;253857;
8672;292637;132026;239380;237194;
8673;275105;124458;227288;229002;
8674;271238;132572;236512;229406;
8675;279536;128965;251176;238139;
8676;296913;134946;268096;252141;
8677;313884;136667;230579;240194;
8678;281933;126777;230359;237528;
8679;277814;125089;228397;229805;
8680;291695;128391;231628;233864;
8681;290128;126798;265045;252124;
8682;321217;138092;240321;240815;
8683;295320;130915;246660;236415;
8684;308794;129125;226100;231333;
8685;274254;127632;238924;237059;
8686;354785;137822;244721;235864;
8687;303040;136460;235047;236499;
8688;283833;128542;254041;247014;
8689;326017;145006;251719;235278;
8690;281578;132738;238719;253683;
8691;286501;125738;225075;229426;
8692;288035;129130;229994;226762;
8693;279838;138985;251411;239741;
8694;331223;132163;254217;236590;
8695;276861;135852;236270;244861;
8696;305398;135768;242392;235317;
8697;293969;136129;241521;232960;
8698;286115;129215;233365;248646;
8699;332413;140178;239907;244514;
8700;341097;146841;280724;253885;
8701;278833;134925;233094;231816;
8702;295222;137508;249060;230356;
8703;342826;139725;227942;225578;
8704;292368;150365;249569;243133;
8705;301728;129439;232312;222250;
8706;307362;137867;253679;233521;
8707;269502;130800;223863;234238;
8708;281006;132342;241663;236077;
8709;281886;126176;235438;229422;
8710;307574;131675;267060;244724;
8711;282305;132949;240446;241797;
8712;269547;141531;244607;270382;
8713;321441;141714;261959;248691;
8714;318137;142631;240147;237319;
8715;291613;129401;235393;230055;
8716;308502;147633;230270;257536;
8717;313825;129726;253119;242327;
8718;333074;157087;231024;236070;
8719;315586;128988;260041;244449;
8720;278161;135753;244828;229929;
8721;291961;131767;235240;233308;
8722;300227;130406;247532;251033;
8723;285209;137058;254422;239212;
8724;274147;128162;234580;226258;
8725;293440;132482;234847;229365;
8726;290035;129089;237630;242198;
8727;306702;133856;246928;234345;
8728;311163;131053;243910;241794;
8729;314232;135345;229287;231589;
8730;262710;123372;263285;242628;
8731;301013;128145;250317;235537;
8732;301281;132303;228346;231811;
8733;298340;125804;235197;225308;
8734;302558;129260;229105;234304;
8735;297106;127520;240566;236585;
8736;283493;135134;246985;235586;
8737;304761;128802;239034;235513;
8738;284176;125780;229328;227458;
8739;307540;132300;234479;230209;
8740;309246;127846;253123;242233;
8741;301046;136828;240203;238686;
8742;338185;136534;243095;235315;
8743;290939;136359;223823;231440;
8744;311347;129996;261151;235924;
8745;320045;135905;263625;247236;
8746;299719;127824;268420;262344;
8747;255624;132594;238347;240410;
8748;284819;136604;243588;240063;
8749;287852;132252;235847;235957;
8750;303350;130555;247205;235283;
8751;262825;131129;233066;237182;
8752;276779;126535;244398;234581;
8753;350198;146995;241004;244593;
8754;282052;127426;241568;249119;
8755;286854;135988;249040;250763;
8756;280086;130356;235701;242394;
8757;285021;125993;244977;233441;
8758;306220;135461;242337;242452;
8759;313854;132162;261711;239756;
8760;324701;141687;242157;240383;
8761;297054;130361;260029;240598;
8762;286421;128754;243247;237379;
8763;320818;133258;225185;236083;
8764;300540;133283;262223;241976;
8765;306187;129856;237797;235918;
8766;307052;139366;239911;238511;
8767;286438;130214;240437;236886;
8768;312177;133848;252397;247044;
8769;295700;135476;247050;239433;
8770;305944;133942;246339;238417;
8771;302767;130329;245348;246983;
8772;311555;135470;236229;228538;
8773;319089;140485;247694;237981;
8774;305658;136177;221168;232477;
8775;323977;131502;253480;233757;
8776;309135;137698;229320;233428;
8777;300533;129627;272164;251839;
8778;305285;129026;229750;229637;
8779;335587;130360;240534;242429;
8780;313665;131574;259941;243614;
8781;305438;131668;244430;236707;
8782;288939;131842;231056;232655;
8783;319146;134681;242374;237108;
8784;305154;135233;251507;238280;
8785;291380;132915;238283;233556;
8786;318760;134391;253303;244304;
8787;323983;138969;245938;255539;
8788;288459;131981;256708;240263;
8789;317437;135395;242531;235430;
8790;305364;136619;249370;239015;
8791;299848;135681;267406;243136;
8792;285082;144201;231611;239085;
8793;263028;132481;237915;242914;
8794;301742;134391;266683;256566;
8795;351056;150547;251316;239456;
8796;313182;135591;225074;232845;
8797;303021;125714;239132;232209;
8798;277197;138501;246885;243298;
8799;334522;135766;280963;260458;
8800;327534;147676;234044;245641;
8801;299196;137750;250052;250296;
8802;318100;135901;240619;234250;
8803;320000;141572;250528;249684;
8804;307844;131614;249512;249964;
8805;278477;128883;237863;241767;
8806;326319;138802;263861;243302;
8807;299888;132560;232421;232504;
8808;301196;128385;230973;230722;
8809;274923;130685;234334;234214;
8810;297453;135173;258759;249358;
8811;304249;139425;236859;248941;
8812;287310;132257;248894;238335;
8813;295582;131257;243773;235480;
8814;290621;134218;237831;246790;
8815;335814;132137;260517;249285;
8816;292850;130781;239548;232251;
8817;255337;138155;237255;251210;
8818;297106;127988;254914;258339;
8819;318640;135398;257432;241017;
8820;287215;130024;242532;241654;
8821;312031;132615;233186;231460;
8822;307905;131749;234093;239947;
8823;318487;132510;250181;249394;
8824;300844;129542;259142;263847;
8825;304073;136874;239763;245482;
8826;303055;133490;241129;252591;
8827;359425;146900;246029;238677;
8828;284649;133726;231194;233879;
8829;343126;135667;242316;242338;
8830;302564;130231;229216;236437;
8831;338267;136967;248246;236737;
8832;310334;131744;229917;241064;
8833;317513;141214;265954;252099;
8834;330169;136875;242861;245009;
8835;323971;138260;251445;231318;
8836;312266;134446;244644;235407;
8837;330868;138521;256514;270397;
8838;351944;142726;231882;242398;
8839;281691;136114;239031;236395;
8840;285778;136333;233791;235597;
8841;331604;153841;259143;241893;
8842;291250;130036;237505;235746;
8843;326157;144093;258232;253916;
8844;284350;131058;237716;247368;
8845;284015;131291;252987;237285;
8846;300476;131864;233087;233527;
8847;317350;131842;277916;259996;
8848;293438;130023;243262;240349;
8849;312672;145281;231242;235036;
8850;318445;134948;240785;248879;
8851;286418;130897;246263;243755;
8852;321999;133592;260002;245816;
8853;310119;129319;244637;235128;
8854;367625;146497;238225;250065;
8855;333131;135455;258302;258193;
8856;279595;129324;245843;232687;
8857;323110;138706;244822;236911;
8858;331857;149189;234488;255788;
8859;321261;140794;236789;238540;
8860;306844;134256;271412;248836;
8861;293970;135739;248787;268337;
8862;343687;142030;245103;232705;
8863;301315;128199;242359;228730;
8864;355204;141311;242830;256227;
8865;367234;148210;241128;250090;
8866;284394;138008;228180;246272;
8867;320159;133584;261160;243501;
8868;295345;145433;232282;260833;
8869;291582;137282;236507;244040;
8870;294566;129057;280413;262030;
8871;301349;130092;245641;236214;
8872;313221;146583;230536;234746;
8873;260689;150023;268019;254271;
8874;309710;133722;278048;265305;
8875;290798;134148;230348;248768;
8876;301415;131552;249972;236874;
8877;314685;139749;250618;237414;
8878;300613;133918;231457;248130;
8879;315211;132006;237941;238952;
8880;301903;133086;245043;238370;
8881;324317;139813;268994;246910;
8882;325072;136120;239188;235599;
8883;327259;130506;265743;252259;
8884;296858;134927;233970;247685;
8885;287796;126877;249496;241677;
8886;277554;135169;235603;235628;
8887;299284;128045;268106;251836;
8888;278937;131399;231869;232974;
8889;289116;129373;243086;239453;
8890;318131;137331;228458;238400;
8891;334473;140845;238907;235963;
8892;310429;132641;256134;232120;
8893;308910;135580;248220;239134;
8894;294778;132043;230758;235487;
8895;311861;144506;246396;243655;
8896;281275;131336;248491;239900;
8897;313007;138305;245092;232785;
8898;316004;132627;245691;241168;
8899;313224;129347;280812;254619;
8900;321021;129481;231840;235553;
8901;297257;132306;247168;242310;
8902;317536;140167;245325;243175;
8903;259979;137566;238892;240780;
8904;285129;135289;239078;237006;
8905;319014;136823;240417;243788;
8906;305127;131497;244354;242113;
8907;305162;139183;244767;243869;
8908;304552;138886;244733;246816;
8909;377246;152340;246433;248330;
8910;288422;129202;244908;261365;
8911;326852;140353;238410;234442;
8912;311371;134220;246898;233444;
8913;295150;134407;236587;238992;
8914;296199;130785;275554;256052;
8915;317569;135095;237499;230665;
8916;340424;145863;254188;247876;
